1.122963130474090576e-01 2.450392961502075195e+00 1.134815812110900879e-01 2.301226854324340820e+00 1.230348682403564453e+01
1.112780421972274780e-01 2.301738023757934570e+00 1.009615287184715271e-01 2.303037643432617188e+00 2.318966865539550781e+00
1.112738847732543945e-01 2.301920413970947266e+00 1.028645932674407959e-01 2.303468227386474609e+00 2.477746486663818359e+00
1.085987314581871033e-01 2.302007436752319336e+00 1.028645932674407959e-01 2.302799224853515625e+00 2.549101352691650391e+00
1.118122488260269165e-01 2.301902770996093750e+00 1.028645932674407959e-01 2.302158355712890625e+00 2.549335956573486328e+00
1.100427806377410889e-01 2.301929473876953125e+00 1.009615287184715271e-01 2.304332733154296875e+00 2.687646865844726562e+00
1.115660443902015686e-01 2.302074670791625977e+00 1.028645932674407959e-01 2.302196741104125977e+00 2.517253637313842773e+00
1.113448292016983032e-01 2.301917791366577148e+00 1.134815812110900879e-01 2.301661252975463867e+00 2.270997285842895508e+00
1.124674379825592041e-01 2.301798820495605469e+00 1.009615287184715271e-01 2.302676916122436523e+00 2.508790969848632812e+00
1.107647269964218140e-01 2.302044391632080078e+00 1.134815812110900879e-01 2.301590681076049805e+00 2.441129446029663086e+00
1.113906800746917725e-01 2.301959276199340820e+00 1.028645932674407959e-01 2.302194118499755859e+00 2.558952331542968750e+00
1.091913655400276184e-01 2.302063941955566406e+00 1.134815812110900879e-01 2.301864624023437500e+00 2.450451612472534180e+00
1.102305203676223755e-01 2.302383661270141602e+00 1.028645932674407959e-01 2.302703857421875000e+00 2.234505891799926758e+00
1.090745329856872559e-01 2.302133560180664062e+00 1.009615287184715271e-01 2.302717924118041992e+00 2.400496006011962891e+00
1.111820936203002930e-01 2.302006721496582031e+00 1.028645932674407959e-01 2.302222728729248047e+00 2.511160850524902344e+00
1.086989194154739380e-01 2.302243947982788086e+00 1.134815812110900879e-01 2.301260709762573242e+00 2.244440078735351562e+00
