1.108627691864967346e-01 2.756899595260620117e+00 1.009615287184715271e-01 2.301729679107666016e+00 1.919764494895935059e+01
1.102597340941429138e-01 2.301950216293334961e+00 1.028645932674407959e-01 2.303786516189575195e+00 3.259048938751220703e+00
1.096733957529067993e-01 2.302145004272460938e+00 1.028645932674407959e-01 2.301721096038818359e+00 3.384956598281860352e+00
1.099070310592651367e-01 2.302119255065917969e+00 1.009615287184715271e-01 2.303272008895874023e+00 2.963467836380004883e+00
1.107772439718246460e-01 2.302013874053955078e+00 1.009615287184715271e-01 2.301907300949096680e+00 3.104269027709960938e+00
1.109713017940521240e-01 2.302088499069213867e+00 1.028645932674407959e-01 2.303403139114379883e+00 3.076618671417236328e+00
1.096713021397590637e-01 2.302231788635253906e+00 1.134815812110900879e-01 2.303082466125488281e+00 2.957454442977905273e+00
1.094605773687362671e-01 2.302470445632934570e+00 1.028645932674407959e-01 2.302630186080932617e+00 3.209220886230468750e+00
1.094480454921722412e-01 2.302376508712768555e+00 1.028645932674407959e-01 2.302416086196899414e+00 3.077848672866821289e+00
1.094563901424407959e-01 2.302340507507324219e+00 1.134815812110900879e-01 2.301487922668457031e+00 3.198531150817871094e+00
1.108461096882820129e-01 2.302030563354492188e+00 1.028645932674407959e-01 2.302212238311767578e+00 3.141788005828857422e+00
1.090306565165519714e-01 2.302382707595825195e+00 1.134815812110900879e-01 2.301397800445556641e+00 3.041741371154785156e+00
1.109420955181121826e-01 2.302038669586181641e+00 1.028645932674407959e-01 2.302766084671020508e+00 3.217179536819458008e+00
1.103181689977645874e-01 2.302226305007934570e+00 1.009615287184715271e-01 2.302613973617553711e+00 3.359944343566894531e+00
1.104579642415046692e-01 2.302201747894287109e+00 1.028645932674407959e-01 2.302443742752075195e+00 3.283866882324218750e+00
1.100448518991470337e-01 2.302336931228637695e+00 9.815705567598342896e-02 2.302458047866821289e+00 3.289887905120849609e+00
