9.097318053245544434e-01 3.059298992156982422e-01 9.831731319427490234e-01 5.778559297323226929e-02 1.469196176528930664e+01
9.680740833282470703e-01 1.067514196038246155e-01 9.866787791252136230e-01 4.236766323447227478e-02 2.379137516021728516e+00
9.736489057540893555e-01 8.694241940975189209e-02 9.859775900840759277e-01 4.283540695905685425e-02 2.659503459930419922e+00
9.755602478981018066e-01 8.062271773815155029e-02 9.865785241127014160e-01 4.423477128148078918e-02 2.229090929031372070e+00
9.765949249267578125e-01 7.825884222984313965e-02 9.874800443649291992e-01 4.344426095485687256e-02 2.863808870315551758e+00
9.764281511306762695e-01 7.593902200460433960e-02 9.865786433219909668e-01 4.654576256871223450e-02 2.271710395812988281e+00
9.775463342666625977e-01 7.430480420589447021e-02 9.870792627334594727e-01 4.381375014781951904e-02 2.276788711547851562e+00
9.766619205474853516e-01 7.638026028871536255e-02 9.874800443649291992e-01 4.211109131574630737e-02 2.438828229904174805e+00
9.774714708328247070e-01 7.594309747219085693e-02 9.877804517745971680e-01 4.428613185882568359e-02 2.269665002822875977e+00
9.778552651405334473e-01 7.427908480167388916e-02 9.895834326744079590e-01 3.991141915321350098e-02 2.463429450988769531e+00
9.785229563713073730e-01 7.341796159744262695e-02 9.879807829856872559e-01 5.014101788401603699e-02 2.413084983825683594e+00
9.760693907737731934e-01 8.080313354730606079e-02 9.886819720268249512e-01 4.053751006722450256e-02 2.383964061737060547e+00
9.780724048614501953e-01 7.500535994768142700e-02 9.892828464508056641e-01 4.385839030146598816e-02 3.098668336868286133e+00
9.783475399017333984e-01 7.611262798309326172e-02 9.890826344490051270e-01 4.072951152920722961e-02 2.417581081390380859e+00
9.788149595260620117e-01 7.387610524892807007e-02 9.875801801681518555e-01 4.698299244046211243e-02 2.770894050598144531e+00
9.779471158981323242e-01 7.670816034078598022e-02 9.878807663917541504e-01 4.977167397737503052e-02 2.303900241851806641e+00
